Name,Material,Spec,Quantity,Unit,Remarks,Time
,型材,LF02-30*50-3米,30,根,支,2019-08-05 09:18:24
,方料,20✘22✘2.44米,7338,根,支,2019-08-05 08:56:13
,型材,PF 23-18✘40✘3060,1079,根,支,2019-08-05 06:58:17
,型材,PF10-40（宽）*22（高）-3米,895,根,支,2019-08-05 06:56:21
,型材,PF01-18*33-3米,1979,根,支,2019-08-05 06:55:56
,铝合金,350浅灰色砂文6.15米,33,根,支,2019-08-05 06:19:31
,铝合金,508-喷砂拉丝亚黑（6.2米）,140,根,支,2019-08-02 01:10:54
,铝合金,508-喷砂拉丝亚黑（6.2米）,124,根,支,2019-08-01 01:03:12
,铝合金,320-白砂纹（6.15米）,124,根,支,2019-07-31 23:58:46
,铝合金,350-喷砂拉丝亚黑（6.2米）,628,根,支,2019-07-30 10:04:07
,铝合金,350-喷砂拉丝亚黑（6.2米）,119,根,支,2019-07-30 10:01:41
,铝合金,350-喷砂拉丝亮银（6.15米）,1226,根,支,2019-07-29 04:34:42
,型材,LF02-30*50-3.06米,1075,根,支,2019-07-29 00:20:53
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,335,根,支,2019-07-27 23:50:36
,型材,PF01-18*33-3米,2116,根,支,2019-07-24 09:17:44
,木皮,27#天然白木(7.5cm ),18000,米,米,2019-07-24 09:01:28
,铝合金,508-喷砂拉丝亚黑（6.2米）,1,根,支,2019-07-21 11:53:25
,方料,19*35-3.02米,7920,根,支,2019-07-20 05:38:58
,铝合金,320-拉丝青金(3.07米),34,根,支,2019-07-20 00:55:38
,铝合金,350-拉丝青金,657,根,支,2019-07-20 00:54:21
,方料,23✘44✘2440,4048,根,支,2019-07-17 06:41:12
,铝合金,350-拉丝亮黑3.07米(罗庄),28,根,支,2019-07-17 06:40:05
,铝合金,350-拉丝亚银3.07米(罗庄),586,根,支,2019-07-17 06:39:42
,铝合金,320-拉丝亚银3.07米(罗庄),539,根,支,2019-07-17 06:39:23
,铝合金,350浅灰色砂文6.15米,493,根,支,2019-07-17 06:37:09
,型材,PF 23-18✘40✘3060米,638,根,支,2019-07-17 00:24:50
,型材,PF23-18（面宽）*40（高度）-3米,424,根,支,2019-07-17 00:21:51
,木皮,1#雪花木（30cm),1183,米,米,2019-07-16 01:21:50
,木皮,1#雪花木（16cm),2390,米,米,2019-07-16 01:21:21
,木皮,19#榆木12-2S (9.2cm ),3030,米,米,2019-07-16 01:18:46
,木皮,19#榆木12-2S (8cm ),3180,米,米,2019-07-16 01:18:19
,木皮,16#秋香(09s)30.5cm,2052,米,米,2019-07-16 01:17:56
,木皮,16#秋香09S (9.2cm ),2010,米,米,2019-07-16 01:14:54
,木皮,16#秋香09S (8cm ),2000,米,米,2019-07-16 01:14:14
,型材,PF01-18*33-3米,1871,根,支,2019-07-14 00:47:00
,木皮,18＃橡木108DS(12cm),1005,米,米,2019-07-12 01:24:18
,木皮,10＃黑檀2427S(30cm),2070,米,米,2019-07-12 01:23:54
,木皮,20#黑木(5.5cm ),710,米,米,2019-07-12 01:21:11
,木皮,20#黑木(8cm ),5040,米,米,2019-07-12 01:20:48
,木皮,20#黑木(16cm ),2048,米,米,2019-07-12 01:20:22
,木皮,20#黑木(14cm ),2048,米,米,2019-07-12 01:20:05
,木皮,10黑檀2427S (8cm ),3000,米,米,2019-07-12 01:19:27
,木皮,10#黑檀2427S (9.2cm ),3015,米,米,2019-07-12 01:19:00
,木皮,18#橡木108DS(16cm ),5084,米,米,2019-07-12 01:18:34
,木皮,18#橡木108DS(14cm ),1728,米,米,2019-07-12 01:18:16
,型材,PF06-28*33-3米,1358,根,支,2019-07-11 00:48:34
,型材,PF11-22*30-3米,751,根,支,2019-07-10 00:09:30
,铝合金,350-喷砂三酸拉丝亮金(6.2米),11,根,支,2019-07-09 00:29:46
,方料,21*40-3.02米,1794,根,支,2019-07-09 00:24:30
,型材,LF02-30*50-3米,1792,根,支,2019-07-09 00:23:22
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,730,根,支,2019-07-07 00:48:45
,铝合金,350-喷砂拉丝亮银（6.15米）,63,根,支,2019-07-07 00:48:12
,铝合金,350-黑砂纹（6.15米）,302,根,支,2019-07-06 00:12:21
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,10,根,支,2019-07-05 00:25:23
,铝合金,350-棕砂纹（6.15米）,104,根,支,2019-07-03 01:25:48
,铝合金,350-蓝砂纹（6.15米）,104,根,支,2019-07-03 01:25:09
,铝合金,350-黄砂纹（6.15米）,104,根,支,2019-07-03 01:24:39
,铝合金,350-蓝砂纹（6.15米）,202,根,支,2019-07-03 01:24:18
,铝合金,350-白砂纹（6.15米）,1494,根,支,2019-07-03 01:23:51
,铝合金,508-白砂纹（6.15米）,101,根,支,2019-07-03 01:22:51
,型材,PF18-30*35-3米（斜面）,75,根,,2019-07-02 23:54:08
,型材,PF07-28*48-3米,869,根,支,2019-07-02 23:53:23
,型材,LF02-30*50-3米,8,根,支,2019-06-25 00:57:17
,型材,PF01-18*33-3米,108,根,支,2019-06-25 00:56:48
,型材,PF26-28（面宽）*21（高度）-3米,34,根,支,2019-06-24 05:22:52
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,16,根,支,2019-06-24 05:16:13
,型材,PF02-20（面宽）*35（高度）-3米,450,根,支,2019-06-24 03:12:46
,型材,PF06-28*33-3米,498,根,支,2019-06-24 03:09:58
,型材,PF04-15*28-3米,240,根,支,2019-06-24 03:06:49
,型材,LF03-30*35-3米,1390,根,支,2019-06-24 03:01:51
,型材,LF02-30*50-3米,100,根,支,2019-06-24 03:00:38
,型材,LF02-30*50-3.06米,35,根,支,2019-06-24 02:59:53
,型材,LF01-25*45-3米,142,根,支,2019-06-24 02:59:09
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,254,根,支,2019-06-24 00:57:02
,铝合金,350-喷砂拉丝亚黑（6.2米）,767,根,支,2019-06-23 06:02:11
,铝合金,350-红砂纹（6.15米）,45,根,支,2019-06-23 05:09:27
,方料,19*42-3.05米（无指接松木）,1295,根,支,2019-06-23 03:01:46
,方料,13*43-3.02米,882,根,支,2019-06-23 03:00:41
,方料,31*53-3.02米,2625,根,支,2019-06-23 02:53:31
,方料,23✘53✘3020,1200,根,支,2019-06-23 02:51:41
,方料,21*40-3.02米,100,根,支,2019-06-23 02:34:23
,木皮,27#天然白木(7.5cm ),10,米,米,2019-06-23 02:07:32
,木皮,27#天然白木(19cm ),170,米,米,2019-06-23 02:07:12
,木皮,11#秋香801c (6.5cm),927,米,米,2019-06-23 01:15:46
,木皮,10黑檀2427S (5.5cm ),848,米,米,2019-06-23 01:06:14
,木皮,8#柚木3347Q（30cm),400,米,米,2019-06-23 00:55:50
,木皮,4#黑杏AE 03S (14cm ),200,米,米,2019-06-23 00:35:48
,木皮,02#橡木609S (9.2cm ),710,米,米,2019-06-23 00:28:19
,木皮,01#雪花木(31cm),514,米,米,2019-06-23 00:19:56
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,504,根,支,2019-06-21 00:02:07
,铝合金,350-灰砂纹（6.15米）,302,根,支,2019-06-21 00:01:43
,方料,19*35-3.02米,1979,根,支,2019-06-19 02:33:21
,方料,19*35-3.02米,1,根,支,2019-06-19 02:31:25
,型材,PF01-18*33-3米,1979,根,支,2019-06-19 00:49:40
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,1013,根,支,2019-06-16 00:33:56
,方料,15*28-3.02米,1125,根,支,2019-06-16 00:33:33
,型材,LF01-25*45-3米,1113,根,支,2019-06-16 00:33:14
,型材,PF23-18（面宽）*40（高度）-3米,417,根,支,2019-06-15 01:09:48
,铝合金,350-绿砂纹（6.15米）,102,根,支,2019-06-14 00:55:27
,铝合金,350-灰砂纹（6.15米）,63,根,支,2019-06-14 00:54:45
,型材,PF01-18*33-3米,940,根,支,2019-06-14 00:54:21
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,121,根,支,2019-06-11 23:54:39
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,102,根,支,2019-06-11 23:54:19
,铝合金,320-喷砂拉丝亚黑（6.2米）,38,根,支,2019-06-11 23:53:40
,铝合金,508-喷砂拉丝亚银（6.2米）,263,根,支,2019-06-11 23:53:01
,铝合金,508-黑砂文（6.15米）,200,根,支,2019-06-09 00:13:48
,方料,19*35-3.02米,4901,根,支,2019-06-09 00:13:22
,型材,PF26-28（面宽）*21（高度）-3米,651,根,支,2019-06-06 00:31:37
,方料,20*22-3.06米,8634,根,支,2019-06-06 00:31:08
,方料,20*22-3.02米,1566,根,支,2019-06-06 00:30:46
,木皮,6#柚木38Q (31cm ),2005,米,米,2019-06-03 10:28:04
,木皮,15#铁刀2238Q（30cm),3052,米,米,2019-06-03 10:26:43
,木皮,11#秋香801c (30cm),2015,米,米,2019-06-03 10:26:14
,木皮,5#麦格利38Q (31cm ),1010,米,米,2019-06-03 10:25:48
,木皮,26#楸木188-1C (5.5cm ),1040,米,米,2019-06-03 10:23:04
,木皮,26#楸木188-1C (11cm ),5225,米,米,2019-06-03 10:22:43
,木皮,20#黑木(31cm ),2025,米,米,2019-06-03 10:22:06
,型材,LF01-25*45-3米,1,根,支,2019-06-03 02:48:58
,铝合金,320-喷砂拉丝亚黑（6.2米）,222,根,支,2019-06-03 02:43:13
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,422,根,支,2019-06-03 02:42:18
,型材,PF01-18*33-3米,1730,根,支,2019-06-01 00:09:32
,铝合金,350-黑砂纹（6.15米）,169,根,支,2019-06-01 00:00:01
,铝合金,ZA33-白砂纹（6.15米）(小彭）,200,根,支,2019-05-31 23:59:35
,铝合金,350-红砂纹（6.15米）,205,根,支,2019-05-31 23:59:20
,型材,PF23-18（面宽）*40（高度）-3米,1080,根,支,2019-05-31 00:27:39
,木皮,20#黑木(8cm ),5040,米,米,2019-05-31 00:08:09
,木皮,4#黑杏AE 03S (9.2cm ),3064,米,米,2019-05-31 00:07:41
,木皮,4#黑杏AE 03S (8cm ),3000,米,米,2019-05-31 00:06:42
,木皮,4#黑杏AE 03S (14cm ),3072,米,米,2019-05-31 00:06:16
,木皮,801#天然黑胡桃，染色(10cm),1500,米,米,2019-05-31 00:04:23
,木皮,27#天然白木(20.5cm),300,米,米,2019-05-31 00:02:25
,木皮,27#天然白木(13cm ),76,米,米,2019-05-31 00:01:24
,木皮,27#天然白木(21cm ),2070,米,米,2019-05-31 00:00:11
,木皮,27#天然白木(27cm ),1071,米,米,2019-05-30 23:59:49
,木皮,08#橡木3347Q(9.2cm),3021,米,米,2019-05-30 23:56:38
,木皮,08#橡木3347Q(31cm),1088,米,米,2019-05-30 23:56:18
,木皮,8#柚木3347Q（8cm),3000,米,米,2019-05-30 23:53:52
,木皮,24#黑胡桃1001S (31cm ),2017,米,米,2019-05-30 23:52:56
,木皮,14#银梨1Q （9.2cm ）,2058,米,米,2019-05-30 23:52:24
,木皮,14#银梨1Q （8cm ）,2064,米,米,2019-05-30 23:52:07
,木皮,02#橡木609S(8cm),3092,米,米,2019-05-30 23:49:04
,木皮,02#橡木609S (9.2cm ),3092,米,米,2019-05-30 23:47:11
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,1,根,支,2019-05-30 00:03:14
,铝合金,508-拉丝亚黑（2.7米）,7,根,支,2019-05-30 00:02:56
,铝合金,350-白砂纹（6.15米）,5,根,支,2019-05-30 00:02:35
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,5,根,支,2019-05-30 00:02:13
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,50,根,支,2019-05-30 00:01:45
,铝合金,320-喷砂拉丝亚黑（6.2米）,10,根,支,2019-05-30 00:01:12
,铝合金,350-喷砂拉丝亚银（6.2米）,25,根,支,2019-05-30 00:00:51
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,205,根,支,2019-05-30 00:00:30
,铝合金,508-喷砂拉丝亚黑（6.2米）,45,根,支,2019-05-30 00:00:12
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),41,根,支,2019-05-29 23:59:51
,铝合金,320-白砂纹（6.15米）,55,根,支,2019-05-29 23:59:34
,铝合金,320-喷砂拉丝亚银（6.2米）,1,根,支,2019-05-29 23:59:18
,铝合金,508-白砂纹（6.15米）,15,根,支,2019-05-29 23:58:55
,铝合金,350-喷砂拉丝亚黑（6.2米）,120,根,支,2019-05-29 23:58:37
,型材,LF01-25*45-3米,396,根,支,2019-05-29 23:58:00
,型材,PF01-18*33-3米,58,根,支,2019-05-29 23:57:03
,型材,PF06-28*33-3米,30,根,支,2019-05-29 23:56:41
,型材,PF07-28*48-3米,144,根,支,2019-05-29 23:56:26
,型材,PF08-48*28-3米,462,根,支,2019-05-29 23:56:09
,方料,25 X 48X 3.02米,5011,根,支,2019-05-28 00:24:07
,方料,19*35-3.02米,1751,根,支,2019-05-28 00:23:47
,方料,16*36.5-1.9米,16170,根,支,2019-05-28 00:23:21
,铝合金,508-喷砂拉丝亚银（6.2米）,239,根,支,2019-05-28 00:21:35
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1200,根,支,2019-05-28 00:21:13
,型材,PF04-15*28-3米,2131,根,支,2019-05-28 00:20:41
,型材,PF04-15*28-3米,2131,根,支,2019-05-27 01:04:14
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,101,根,支,2019-05-27 00:58:55
,方料,21*40-3.02米,1091,根,支,2019-05-27 00:51:58
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,2600,根,支,2019-05-26 09:37:10
,方料,19*35-3.02米,8,根,支,2019-05-25 23:44:37
,型材,LF02-30*50-3米,1070,根,支,2019-05-25 23:43:23
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,2570,根,支,2019-05-25 01:48:32
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,1179,根,支,2019-05-25 01:16:48
,铝合金,320-喷砂拉丝亚黑（6.2米）,106,根,支,2019-05-25 00:26:55
,铝合金,320-喷砂拉丝亚黑（6.2米）,120,根,支,2019-05-25 00:26:05
,型材,LF02-30*50-3米,3,根,支,2019-05-23 01:06:12
,型材,PF04-15*28-3米,78,根,支,2019-05-23 01:05:29
,木皮,27#天然白木(7.5cm ),15158,米,米,2019-05-22 23:59:02
,木皮,24#黑胡桃（1001S 9.2cm）,2188,米,米,2019-05-22 23:58:24
,木皮,24#黑胡桃（1001S 8cm）,2010,米,米,2019-05-22 23:57:28
,木皮,24#黑胡桃（1001S 14cm）,2010,米,米,2019-05-22 23:56:50
,木皮,6#柚木38Q (31cm ),1020,米,米,2019-05-22 13:06:35
,木皮,25#天然柚木（5188S 14cm ）,1620,米,米,2019-05-22 13:06:01
,木皮,25#天然柚木（5188S 31cm ）,1500,米,米,2019-05-22 13:05:34
,木皮,25#天然柚木（5188S 8cm ）,1960,米,米,2019-05-22 13:05:05
,木皮,25天然柚木(5188S 16cm ),1004,米,米,2019-05-22 13:02:39
,木皮,25天然柚木(5188S 9.2cm ),804,米,米,2019-05-22 13:02:19
,铝合金,350-黑砂纹（6.15米）,21,根,支,2019-05-22 13:01:46
,铝合金,508-黑砂文（6.15米）,100,根,支,2019-05-22 13:01:17
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,1355,根,支,2019-05-22 12:59:32
,型材,LF03-30*35-3米,8200,根,支,2019-05-22 00:56:59
,型材,PF01-18*33-3米,2071,根,支,2019-05-22 00:53:41
,木皮,26#楸木188-1C （16CM）,600,米,米,2019-05-22 00:52:33
,铝合金,ZA45-银白（包覆3.0米）,72,根,支,2019-05-22 00:45:52
,型材,PF04-15*28-3米,355,根,支,2019-05-20 00:31:23
,铝合金,350-棕砂纹（6.15米）,99,根,支,2019-05-20 00:24:56
,铝合金,508-喷砂拉丝亚银（6.2米）,340,根,支,2019-05-19 01:06:09
,型材,PF07-28*48-3米,838,根,支,2019-05-19 00:47:29
,木皮,8#柚木3347Q（30cm),347,米,米,2019-05-19 00:45:34
,木皮,26#楸木188-1C (26cm ),320,米,米,2019-05-19 00:45:03
,木皮,10黑檀2427S (8cm ),288,米,米,2019-05-19 00:44:11
,木皮,22#银橡7S (8cm ),300,米,米,2019-05-19 00:43:43
,木皮,23#黑橡24S (8cm ),600,米,米,2019-05-19 00:43:00
,木皮,26#楸木188-1C (8cm ),320,米,米,2019-05-19 00:39:41
,木皮,20#黑木(31cm ),300,米,米,2019-05-19 00:39:16
,木皮,14#银梨1Q （30cm ）,335,米,米,2019-05-19 00:38:52
,木皮,16#秋香09S (8cm ),774,米,米,2019-05-19 00:38:26
,木皮,24#黑胡桃1001S (31cm ),670,米,米,2019-05-19 00:37:48
,铝合金,508-灰砂纹（6.15米）,195,根,支,2019-05-19 00:36:51
,铝合金,508-白砂纹（6.15米）,485,根,支,2019-05-19 00:36:28
,铝合金,350-红砂纹（6.15米）,54,根,支,2019-05-17 01:12:33
,铝合金,320-白砂纹（6.15米）,214,根,支,2019-05-17 01:12:14
,型材,PF18-30*35-3米（斜面）,1095,根,支,2019-05-17 01:11:43
,铝合金,508-灰砂纹（6.15米）,18,根,支,2019-05-15 01:26:20
,铝合金,350-喷砂拉丝亮银（6.15米）,7,根,支,2019-05-15 01:14:28
,铝合金,350-红砂纹（6.15米）,35,根,支,2019-05-15 01:09:09
,铝合金,320-喷砂拉丝亚黑（6.2米）,77,根,支,2019-05-15 00:30:30
,方料,23*44*3030,3375,根,支,2019-05-13 00:08:58
,方料,29*39*3030,7068,根,支,2019-05-13 00:07:50
,方料,23*44*3060,4212,根,支,2019-05-13 00:05:18
,木皮,23#黒橡24S (14cm ),2010,米,米,2019-05-12 01:43:00
,方料,23*44*3060,7621,根,支,2019-05-12 00:56:19
,方料,23*44*3030,5184,根,支,2019-05-12 00:55:56
,方料,29*39*3060,5208,根,支,2019-05-12 00:54:50
,型材,PF07-28*48-3米,856,根,支,2019-05-09 00:35:00
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,479,根,支,2019-05-08 11:31:43
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,280,根,支,2019-05-08 11:31:06
,木皮,25#天然柚木(5188S 7cm ),4500,米,米,2019-05-07 08:13:34
,木皮,25天然柚木(5188S 9.2cm ),1200,米,米,2019-05-07 08:11:24
,木皮,27#天然白木(19cm ),690,米,米,2019-05-07 08:10:46
,木皮,27#天然白木(18cm ),820,米,米,2019-05-07 08:10:23
,木皮,27#天然白木(13cm ),235,米,米,2019-05-07 08:09:59
,木皮,27#天然白木(27cm ),1120,米,米,2019-05-07 08:07:53
,木皮,27#天然白木(7.5cm ),19909,米,米,2019-05-07 08:07:28
,型材,LF03-30✘35✘3.02米前宽7MM,1150,根,支,2019-05-07 00:47:34
,型材,LF03-30✘35✘3.02米前宽7MM,1,根,支,2019-05-07 00:46:49
,方料,31✘36.5✘3.07米,2127,根,支,2019-05-06 09:25:48
,铝合金,ZA44-哑光黑色（5.9米）(仰眼),107,根,支,2019-05-06 00:54:12
,铝合金,ZA44-哑光金色（5.9米）(仰眼),103,根,支,2019-05-06 00:53:51
,型材,PF01-18*33-3米,1642,根,支,2019-05-06 00:44:38
,方料,21*22-3.02米,-105,根,支,2019-05-06 00:41:15
,方料,31✘36.5✘3.07米,2574,根,支,2019-05-06 00:38:50
,方料,31✘36.5✘3.07米,2574,根,支,2019-05-06 00:38:12
,木皮,27#天然白木(7.5cm ),8925,米,米,2019-05-04 09:43:49
,木皮,27#天然白木(21cm ),903,米,米,2019-05-04 09:43:22
,方料,31*36.5-3.02米,1003,根,支,2019-05-04 09:41:57
,方料,31*53-3.02米,3783,根,支,2019-05-04 09:41:26
,型材,PF11-22*30-3米,350,根,支,2019-05-04 00:20:22
,型材,PF11-22*30-3米,72,根,支,2019-05-04 00:16:32
,方料,13*43-3.02米,97,根,支,2019-05-04 00:15:47
,型材,PF10-40（宽）*22（高）-3米,1172,根,支,2019-05-01 00:55:01
,铝合金,350-黄砂纹（6.15米）,102,根,支,2019-04-30 11:05:37
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,286,根,支,2019-04-30 11:04:18
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1240,根,支,2019-04-30 11:03:44
,铝合金,350-拉丝哑黑(4.52米),210,根,支,2019-04-30 11:03:15
,铝合金,320-白砂纹（6.15米）,810,根,支,2019-04-30 11:02:52
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,836,根,支,2019-04-30 11:02:21
,方料,19*35-3.02米,1643,根,支,2019-04-30 09:06:46
,方料,31*53-3.02米,897,根,支,2019-04-30 09:06:29
,方料,31*53-3.06米,3327,根,支,2019-04-30 09:06:03
,木皮,27#天然白木(7.5cm ),-3600,米,米,2019-04-30 00:55:22
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,-1,根,支,2019-04-30 00:52:52
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,-1,根,支,2019-04-30 00:52:28
,铝合金,508-拉丝亚黑（2.7米）,-64,根,支,2019-04-30 00:52:09
,方料,31✘36.5✘3.07米,-1089,根,支,2019-04-30 00:51:37
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-04-30 00:50:13
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,1,根,支,2019-04-30 00:49:56
,铝合金,508-拉丝亚黑（2.7米）,64,根,支,2019-04-30 00:49:26
,木皮,27#天然白木(7.5cm ),3600,米,米,2019-04-30 00:48:47
,方料,31✘36.5✘3.07米,1089,根,支,2019-04-30 00:48:14
,型材,LF03-30*35-3米,1087,根,支,2019-04-30 00:47:37
,方料,19*35-3.02米,2100,根,支,2019-04-29 06:48:06
,木皮,27#天然白木(7.5cm ),6000,米,米,2019-04-28 06:42:48
,木皮,27#天然白木(21cm ),1320,米,米,2019-04-28 06:42:25
,木皮,18#橡木108DS(9.2cm ),1030,米,米,2019-04-28 06:40:31
,木皮,18#橡木108DS(16cm ),3070,米,米,2019-04-28 06:40:03
,木皮,02#橡木609S (30cm ),1020,米,米,2019-04-28 06:39:39
,木皮,10黑檀2427S (5.5cm ),848,米,米,2019-04-28 01:12:05
,铝合金,350-拉丝哑黑(4.52米),985,根,支,2019-04-27 10:50:42
,铝合金,508-喷砂拉丝亚黑（6.2米）,667,根,支,2019-04-27 10:49:27
,木皮,23#黑橡24S (8cm ),3000,米,米,2019-04-26 02:34:13
,木皮,23黑橡24S (9.2cm ),2260,米,米,2019-04-26 02:32:43
,木皮,23黑橡24S (30cm ),3005,米,米,2019-04-26 02:31:48
,木皮,23黑橡24S (16cm ),2010,米,米,2019-04-26 02:31:26
,木皮,22#银橡7S (30cm ),3075,米,米,2019-04-26 02:31:05
,型材,PF 29-19*40*3020,373,根,支,2019-04-26 02:20:28
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,480,根,支,2019-04-25 09:29:30
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,478,根,支,2019-04-25 09:29:06
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1629,根,支,2019-04-25 09:28:44
,型材,PF02-20（面宽）*35（高度）-3米,8449,根,支,2019-04-24 05:00:52
,铝合金,320-喷砂拉丝亚银（6.2米）,510,根,支,2019-04-23 00:48:53
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,957,根,支,2019-04-22 09:59:54
,铝合金,320-白砂纹（6.15米）,323,根,支,2019-04-22 09:59:26
,方料,31✘36.5✘3.07米,3248,根,支,2019-04-22 09:33:53
,木皮,26#楸木188-1C (9.2cm ),3582,米,米,2019-04-21 03:19:34
,铝合金,350-喷砂三酸拉丝亮金(6.2米),10,根,支,2019-04-21 03:10:52
,型材,PF01-18*33-3米,1861,根,支,2019-04-21 00:39:49
,型材,PF05-15*40-3米,3452,根,支,2019-04-20 00:40:36
,铝合金,350-红砂纹（6.15米）,229,根,支,2019-04-19 11:04:18
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,272,根,支,2019-04-19 11:03:53
,铝合金,508-棕砂纹（6.15米）,104,根,支,2019-04-19 11:03:32
,铝合金,320-白砂纹（6.15米）,1270,根,支,2019-04-19 11:03:02
,型材,PF10-40（宽）*22（高）-3米,325,根,支,2019-04-19 10:34:23
,型材,PF10-40（宽）*22（高）-3米,775,根,支,2019-04-19 10:33:49
,方料,21*22-3.02米,2655,根,支,2019-04-19 10:30:29
,型材,LF03-30*35-3米,2620,根,支,2019-04-19 10:27:34
,型材,PF15-20*60-3米,211,根,支,2019-04-19 10:26:29
,铝合金,350-白砂纹（6.15米）,1700,根,支,2019-04-19 10:10:52
,铝合金,350-白砂纹（6.15米）,-1544,根,支,2019-04-19 10:04:32
,铝合金,350-白砂纹（6.15米）,-148,根,支,2019-04-19 09:54:20
,木皮,26#楸木188-1C (5.5cm ),8,米,米,2019-04-19 08:42:30
,木皮,27#天然白木(27cm ),300,米,米,2019-04-18 09:16:14
,木皮,22#银橡7S (8cm ),3000,米,米,2019-04-18 09:13:38
,木皮,22#银橡7S (16cm ),2010,米,米,2019-04-18 09:13:05
,木皮,22#银橡7S (14cm ),2010,米,米,2019-04-18 09:12:40
,木皮,22#银橡7S (9.2cm ),2252,米,米,2019-04-18 09:10:56
,木皮,20#黑木(16cm ),2010,米,米,2019-04-18 09:08:37
,木皮,20#黑木(14cm ),2010,米,米,2019-04-18 09:08:25
,型材,LF01-25*45-3米,399,根,支,2019-04-17 10:03:05
,型材,LF01-25*45-3米,399,根,支,2019-04-17 10:01:56
,型材,PF26-28（面宽）*21（高度）-3米,207,根,支,2019-04-17 10:00:23
,型材,PF23-18（面宽）*40（高度）-3米,470,根,支,2019-04-17 09:59:55
,型材,LF01-25*45-3米,1623,根,支,2019-04-17 02:00:22
,型材,LF01-25*45-3米,1968,根,支,2019-04-17 01:37:54
,型材,LF01-25*45-3米,-399,根,支,2019-04-17 01:36:59
,型材,LF01-25*45-3米,2007,根,支,2019-04-17 01:32:45
,木皮,19#榆木12-2S (14cm ),900,米,米,2019-04-17 01:31:36
,木皮,19#榆木12-2S (14cm ),-300,米,米,2019-04-17 01:29:46
,木皮,24#黑胡桃1001S (31cm ),680,米,米,2019-04-17 01:27:14
,木皮,24#黑胡桃1001S (31cm ),-340,米,米,2019-04-17 01:23:22
,木皮,30#白藤904S (4cm ),1285,米,米,2019-04-17 01:12:07
,木皮,30#白藤904S (8cm ),455,米,米,2019-04-17 01:11:15
,木皮,30#白藤904S (9.2cm ),2392,米,米,2019-04-17 01:10:56
,木皮,30#白藤904S (16cm ),2556,米,米,2019-04-17 01:10:21
,木皮,30#白藤904S (26cm ),1675,米,米,2019-04-17 01:09:55
,木皮,26#楸木188-1C (4cm ),9520,米,米,2019-04-17 01:06:44
,木皮,26#楸木188-1C (5.5cm ),2020,米,米,2019-04-17 01:06:09
,木皮,26#楸木188-1C (8cm ),4800,米,米,2019-04-17 01:05:41
,木皮,25天然柚木(5188S 9.2cm ),3582,米,米,2019-04-17 01:04:55
,木皮,26#楸木188-1C (11cm ),4725,米,米,2019-04-17 01:04:26
,木皮,26#楸木188-1C (13.1cm ),335,米,米,2019-04-17 01:04:03
,木皮,26#楸木188-1C (26cm ),2875,米,米,2019-04-17 01:03:43
,木皮,26#楸木188-1C (30cm ),6258,米,米,2019-04-17 01:03:23
,木皮,25天然柚木(5188S 9.2cm ),1017,米,米,2019-04-17 00:58:23
,木皮,25天然柚木(5188S 16cm ),1705,米,米,2019-04-17 00:57:55
,木皮,25天然柚木(5188S 26cm ),1675,米,米,2019-04-17 00:57:23
,木皮,24#黑胡桃1001S (31cm ),2695,米,米,2019-04-17 00:53:54
,木皮,23黑橡24S (4cm ),1005,米,米,2019-04-17 00:50:59
,木皮,23黑橡24S (9.2cm ),1005,米,米,2019-04-17 00:50:19
