Name,Material,Spec,Quantity,Unit,Remarks,Time
,铝合金,508-喷砂拉丝亚黑（6.2米）,35,根,支,2019-09-02 05:13:50
,方料,13*43-3.02米,200,根,支,2019-09-01 09:42:28
,方料,13*43-3.02米,202,根,支,2019-09-01 09:41:15
,方料,23✘53✘3020,1200,根,支,2019-09-01 09:36:38
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,151,根,支,2019-09-01 03:31:37
,型材,LF 03-30✘353020,151,根,支,2019-09-01 03:30:32
,方料,31*53-3.02米,3500,根,支,2019-09-01 01:34:08
,铝合金,320-拉丝亚黑（2.7米）,14,根,支,2019-08-31 10:17:15
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,6,根,支,2019-08-31 10:16:47
,型材,LF02-30*50-3.06米,365,根,支,2019-08-31 10:16:12
,木皮,18#橡木108DS(16cm ),1980,米,米,2019-08-31 10:15:49
,木皮,16#秋香09S (9.2cm ),358,米,米,2019-08-31 10:15:24
,木皮,23黑橡24S (9.2cm ),300,米,米,2019-08-31 10:14:57
,铝合金,350-拉丝亚黑6.15米,353,根,支,2019-08-31 00:59:30
,铝合金,350-喷砂拉丝亚黑（6.2米）,30,根,支,2019-08-31 00:57:11
,型材,PF10-40（宽）*22（高）-3米,880,根,支,2019-08-31 00:56:26
,型材,PF11-22*30-3米,725,根,支,2019-08-31 00:56:01
,木皮,4#黑杏AE 03S (8cm ),1200,米,米,2019-08-31 00:55:37
,木皮,20#黑木(8cm ),1317,米,米,2019-08-31 00:55:06
,木皮,01#雪花木(31cm),283,米,米,2019-08-31 00:54:48
,木皮,1#雪花木（8cm ）,300,米,米,2019-08-31 00:54:18
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-08-30 00:54:40
,铝合金,350-喷砂拉丝亚黑（6.2米）,7,根,支,2019-08-30 00:54:18
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-08-30 00:53:57
,铝合金,350-拉丝青金,240,根,支,2019-08-30 00:53:26
,铝合金,350-白砂纹（6.15米）,20,根,支,2019-08-30 00:52:52
,型材,LF02-30*50-3米,730,根,支,2019-08-30 00:52:32
,方料,20*22-3.02米,2060,根,支,2019-08-30 00:51:57
,木皮,23黑橡24S (30cm ),335,米,米,2019-08-30 00:51:08
,木皮,10＃黑檀2427S(30cm),350,米,米,2019-08-30 00:50:40
,木皮,20#黑木(31cm ),335,米,米,2019-08-30 00:50:07
,木皮,30#白藤904S (16cm ),670,米,米,2019-08-30 00:48:13
,木皮,30#白藤904S (16cm ),670,米,米,2019-08-30 00:48:03
,木皮,14#银梨1Q （30cm ）,335,米,米,2019-08-30 00:47:23
,木皮,1#雪花木（16cm),590,米,米,2019-08-30 00:46:57
,铝合金,350-绿砂纹（6.15米）,40,根,支,2019-08-29 01:03:17
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-08-29 01:02:55
,铝合金,350-喷砂拉丝亚黑（6.2米）,420,根,支,2019-08-29 01:02:25
,铝合金,320-喷砂拉丝亚黑（6.2米）,13,根,支,2019-08-29 00:59:17
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,3,根,支,2019-08-29 00:58:53
,铝合金,508-喷砂拉丝亚银（6.2米）,8,根,支,2019-08-29 00:58:29
,铝合金,508-喷砂拉丝亚黑（6.2米）,8,根,支,2019-08-29 00:58:13
,铝合金,ZA33-白砂纹（6.15米）(小彭）,6,根,支,2019-08-29 00:57:44
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,362,根,支,2019-08-29 00:57:18
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,500,根,支,2019-08-29 00:56:53
,型材,LF01-25*45-3米,109,根,支,2019-08-29 00:53:38
,型材,PF07-28*48-3米,24,根,支,2019-08-29 00:53:22
,型材,PF06-28*33-3米,752,根,支,2019-08-29 00:53:05
,型材,PF01-18*33-3米,487,根,支,2019-08-29 00:52:43
,方料,19*35-3.02米,1980,根,支,2019-08-29 00:50:52
,木皮,24#黑胡桃（1001S 14cm）,335,米,米,2019-08-29 00:47:27
,木皮,18#橡木108DS(14cm ),310,米,米,2019-08-29 00:47:05
,木皮,23黑橡24S (30cm ),335,米,米,2019-08-29 00:46:28
,木皮,19#榆木12-2S (8cm ),300,米,米,2019-08-29 00:43:46
,木皮,10#黑檀2427S (16cm ),670,米,米,2019-08-29 00:43:22
,木皮,4#黑杏AE 03S (14cm ),300,米,米,2019-08-29 00:42:49
,木皮,4#黑杏AE 03S (16cm ),670,米,米,2019-08-29 00:42:23
,木皮,1#雪花木（30cm),600,米,米,2019-08-29 00:41:06
,木皮,20#黑木(31cm ),900,米,米,2019-08-29 00:40:42
,木皮,22#银橡7S (8cm ),1200,米,米,2019-08-29 00:40:05
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,480,根,支,2019-08-27 09:52:14
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,360,根,支,2019-08-27 09:51:48
,铝合金,508-白砂纹（6.15米）,15,根,支,2019-08-27 09:51:17
,铝合金,320-白砂纹（6.15米）,40,根,支,2019-08-27 09:50:45
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-08-27 09:50:20
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-08-27 09:49:52
,型材,PF23-18（面宽）*40（高度）-3米,56,根,支,2019-08-27 09:46:40
,方料,21*62-3.02米,517,根,支,2019-08-27 09:46:06
,方料,21*40-3.02米,1120,根,支,2019-08-27 09:45:21
,木皮,1#雪花木（30cm),300,米,米,2019-08-27 09:44:31
,木皮,20#黑木(14cm ),345,米,米,2019-08-27 09:43:56
,木皮,02#橡木609S (9.2cm ),335,米,米,2019-08-27 09:43:24
,木皮,19#榆木12-2S (9.2cm ),340,米,米,2019-08-27 09:43:04
,木皮,22#银橡7S (9.2cm ),566,米,米,2019-08-27 09:42:08
,铝合金,350-灰砂纹（6.15米）,16,根,支,2019-08-26 00:44:38
,铝合金,350-浅咖色砂纹（6.15米）,20,根,支,2019-08-26 00:44:12
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,58,根,支,2019-08-26 00:43:31
,铝合金,350-拉丝亚黑6.15米,156,根,支,2019-08-26 00:43:07
,铝合金,320-白砂纹（6.15米）,1033,根,支,2019-08-26 00:42:46
,铝合金,508-喷砂拉丝亚银（6.2米）,15,根,支,2019-08-26 00:42:18
,铝合金,508-喷砂拉丝亚黑（6.2米）,15,根,支,2019-08-26 00:41:54
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,15,根,支,2019-08-26 00:41:34
,型材,LF02-30*50-3米,31,根,支,2019-08-26 00:41:02
,方料,23*44*3030,3888,根,支,2019-08-26 00:40:47
,木皮,23黑橡24S (16cm ),335,米,米,2019-08-26 00:40:20
,木皮,18#橡木108DS(16cm ),358,米,米,2019-08-26 00:39:33
,木皮,27#天然白木(13cm ),311,米,米,2019-08-26 00:19:49
,木皮,27#天然白木(21cm ),1556,米,米,2019-08-26 00:18:00
,铝合金,508-白砂纹（6.15米）,30,根,支,2019-08-24 00:58:41
,铝合金,350-白砂纹（6.15米）,80,根,支,2019-08-24 00:58:15
,铝合金,ZA33-白砂纹（6.15米）(小彭）,49,根,支,2019-08-24 00:57:52
,铝合金,508-喷砂拉丝亚黑（6.2米）,93,根,支,2019-08-24 00:57:24
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,55,根,支,2019-08-24 00:56:47
,型材,PF01-18*33-3米,543,根,支,2019-08-24 00:56:19
,木皮,22#银橡7S (30cm ),1380,米,米,2019-08-24 00:55:51
,木皮,26#楸木188-1C (30cm ),300,米,米,2019-08-24 00:53:50
,木皮,15#铁刀2238Q（30cm),680,米,米,2019-08-24 00:52:27
,铝合金,508-灰砂纹（6.15米）,80,根,支,2019-08-23 02:09:15
,铝合金,508-灰砂纹（6.15米）,80,根,支,2019-08-23 02:08:32
,铝合金,350-蓝砂纹（6.15米）,20,根,支,2019-08-23 02:06:28
,铝合金,350-红砂纹（6.15米）,20,根,支,2019-08-23 02:06:02
,铝合金,350-绿砂纹（6.15米）,20,根,支,2019-08-23 02:05:47
,铝合金,350-棕砂纹（6.15米）,20,根,支,2019-08-23 02:05:23
,铝合金,508-白砂纹（6.15米）,16,根,支,2019-08-23 02:04:02
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),81,根,支,2019-08-23 02:03:37
,铝合金,350-白砂纹（6.15米）,20,根,支,2019-08-23 02:03:10
,铝合金,320-白砂纹（6.15米）,20,根,支,2019-08-23 02:02:44
,铝合金,508-喷砂拉丝亚黑（6.2米）,165,根,支,2019-08-23 01:57:48
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,70,根,支,2019-08-23 01:57:23
,型材,PF04-15*28-3米,78,根,支,2019-08-23 01:56:54
,型材,PF01-18*33-3米,217,根,支,2019-08-23 01:56:37
,型材,PF08-48*28-3米,20,根,支,2019-08-23 01:56:21
,木皮,02#橡木609S(8cm),255,米,米,2019-08-23 01:55:50
,木皮,20#黑木(6.5cm ),332,米,米,2019-08-23 01:55:15
,木皮,10黑檀2427S (8cm ),300,米,米,2019-08-23 01:54:43
,木皮,27#天然白木(7.5cm ),11530,米,米,2019-08-23 01:42:59
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,24,根,支,2019-08-21 01:47:46
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,24,根,支,2019-08-21 01:47:30
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,3,根,支,2019-08-21 01:46:58
,铝合金,350-喷砂拉丝亚黑（6.2米）,405,根,支,2019-08-21 01:46:30
,型材,PF09-20*50.8-3米,72,根,支,2019-08-21 01:42:36
,型材,PF01-18*33-3米,162,根,支,2019-08-21 01:42:17
,方料,20✘22✘2.44米,193,根,支,2019-08-21 01:41:55
,方料,20✘22✘2.44米,4350,根,支,2019-08-21 01:38:12
,方料,23*44*3030,3888,根,支,2019-08-21 01:37:42
,木皮,14#银梨1Q （30cm ）,335,米,米,2019-08-21 01:33:36
,木皮,24#黑胡桃（1001S 9.2cm）,253,米,米,2019-08-21 01:32:24
,木皮,19#榆木12-2S (9.2cm ),670,米,米,2019-08-21 01:32:05
,木皮,26#楸木188-1C (30cm ),300,米,米,2019-08-21 01:31:33
,木皮,19#榆木12-2S (16cm ),335,米,米,2019-08-19 00:21:26
,木皮,24#黑胡桃（1001S 9.2cm）,253,米,米,2019-08-19 00:20:52
,木皮,23黑橡24S (9.2cm ),300,米,米,2019-08-19 00:20:25
,木皮,5#麦格利38Q (31cm ),272,米,米,2019-08-19 00:19:58
,木皮,27#天然白木(7.5cm ),8100,米,米,2019-08-19 00:18:33
,型材,PF09-20*50.8-3米,72,根,支,2019-08-19 00:17:54
,型材,PF01-18*33-3米,325,根,支,2019-08-19 00:17:27
,型材,PF23-18（面宽）*40（高度）-3米,55,根,支,2019-08-19 00:16:01
,型材,LF02-30*50-3米,30,根,支,2019-08-19 00:15:38
,方料,25 X 48X 3.02米,886,根,支,2019-08-19 00:15:12
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,23,根,支,2019-08-19 00:14:36
,铝合金,350-灰砂纹（6.15米）,40,根,支,2019-08-19 00:14:10
,铝合金,508-灰砂纹（6.15米）,75,根,支,2019-08-19 00:13:50
,铝合金,508-喷砂拉丝亚黑（6.2米）,27,根,支,2019-08-18 08:57:27
,铝合金,350-喷砂拉丝亚黑（6.2米）,1064,根,支,2019-08-18 08:56:56
,铝合金,320-喷砂拉丝亚黑（6.2米）,20,根,支,2019-08-17 00:42:05
,铝合金,350-棕砂纹（6.15米）,18,根,支,2019-08-17 00:41:37
,铝合金,350-黑砂纹（6.15米）,44,根,支,2019-08-17 00:41:16
,铝合金,350-喷砂拉丝亚黑（6.2米）,290,根,支,2019-08-17 00:40:50
,铝合金,508-喷砂拉丝亚黑（6.2米）,60,根,支,2019-08-17 00:40:24
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,118,根,支,2019-08-17 00:40:03
,铝合金,350-喷砂拉丝亚银（6.2米）,126,根,支,2019-08-17 00:39:38
,型材,LF02-30*50-3米,30,根,支,2019-08-17 00:39:15
,型材,PF01-18*33-3米,216,根,支,2019-08-17 00:38:54
,型材,PF06-28*33-3米,30,根,支,2019-08-17 00:38:38
,型材,PF07-28*48-3米,24,根,支,2019-08-17 00:38:21
,方料,21X 40X 3.06米,667,根,支,2019-08-17 00:37:33
,方料,21X 40X 3.06米,667,根,米,2019-08-17 00:37:18
,木皮,25#天然柚木（5188S 14cm ）,336,米,米,2019-08-17 00:36:43
,木皮,10#黑檀2427S (9.2cm ),335,米,米,2019-08-17 00:36:16
,木皮,22#银橡7S (16cm ),335,米,米,2019-08-17 00:35:50
,木皮,8#柚木3347Q（8cm),500,米,米,2019-08-17 00:35:30
,铝合金,508-喷砂拉丝亚黑（6.2米）,1,根,支,2019-08-16 01:16:08
,铝合金,320-喷砂拉丝亚银（6.2米）,3,根,支,2019-08-16 01:15:48
,铝合金,350-灰砂纹（6.15米）,5,根,支,2019-08-16 01:15:31
,铝合金,350-蓝砂纹（6.15米）,97,根,支,2019-08-16 01:15:11
,铝合金,320-白砂纹（6.15米）,44,根,支,2019-08-16 01:14:50
,铝合金,350-喷砂拉丝亚黑（6.2米）,182,根,支,2019-08-16 01:14:30
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,41,根,支,2019-08-16 01:14:10
,方料,29✘35✘3.02米,868,根,支,2019-08-16 01:13:52
,方料,30*48-3.02米,1152,根,支,2019-08-16 01:13:32
,木皮,20#黑木(9.2cm ),250,米,米,2019-08-16 01:13:04
,木皮,15#铁刀2238Q（30cm),340,米,米,2019-08-16 01:12:48
,木皮,26#楸木188-1C (26cm ),320,米,米,2019-08-16 01:12:28
,铝合金,350-喷砂拉丝亚黑（6.2米）,30,根,支,2019-08-14 01:18:28
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,60,根,支,2019-08-14 01:17:57
,铝合金,508-白砂纹（6.15米）,15,根,支,2019-08-14 01:17:27
,铝合金,350-白砂纹（6.15米）,40,根,支,2019-08-14 01:16:50
,型材,PF08-48*28-3米,62,根,支,2019-08-14 01:16:15
,型材,PF07-28*48-3米,72,根,支,2019-08-14 01:15:54
,型材,PF01-18*33-3米,218,根,支,2019-08-14 01:15:36
,木皮,14#银梨1Q （30cm ）,335,米,米,2019-08-14 01:15:00
,铝合金,320-白砂纹（6.15米）,216,根,支,2019-08-13 01:41:16
,铝合金,350-灰砂纹（6.15米）,8,根,支,2019-08-13 01:40:57
,铝合金,350-蓝砂纹（6.15米）,61,根,支,2019-08-13 01:40:33
,型材,PF15-20*60-3米,8,根,支,2019-08-13 01:40:04
,型材,LF03-30*35-3米,88,根,支,2019-08-13 01:39:46
,木皮,19#榆木12-2S (14cm ),300,米,米,2019-08-13 01:39:24
,木皮,22#银橡7S (30cm ),335,米,米,2019-08-13 01:39:03
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,7,根,支,2019-08-12 05:12:20
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,44,根,支,2019-08-12 05:12:00
,铝合金,350-白砂纹（6.15米）,1,根,支,2019-08-12 05:11:25
,铝合金,350-红砂纹（6.15米）,1,根,支,2019-08-12 05:11:08
,铝合金,350-蓝砂纹（6.15米）,1,根,支,2019-08-12 05:10:53
,铝合金,350-绿砂纹（6.15米）,1,根,支,2019-08-12 05:10:37
,铝合金,350-黄砂纹（6.15米）,1,根,支,2019-08-12 05:10:22
,铝合金,508-喷砂拉丝亚银（6.2米）,9,根,支,2019-08-12 05:09:56
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,60,根,支,2019-08-12 05:09:02
,铝合金,350-棕砂纹（6.15米）,46,根,支,2019-08-12 05:08:30
,铝合金,508-灰砂纹（6.15米）,45,根,支,2019-08-12 05:07:54
,铝合金,508-喷砂拉丝亚黑（6.2米）,23,根,支,2019-08-12 04:09:29
,铝合金,350-喷砂拉丝亚银（6.2米）,40,根,支,2019-08-11 01:14:43
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,40,根,支,2019-08-11 01:14:16
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,40,根,支,2019-08-11 01:13:21
,铝合金,350-灰砂纹（6.15米）,20,根,支,2019-08-11 01:12:48
,铝合金,350-白砂纹（6.15米）,46,根,支,2019-08-11 01:12:04
,铝合金,320-白砂纹（6.15米）,22,根,支,2019-08-11 01:11:45
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,40,根,支,2019-08-11 01:11:18
,铝合金,350-喷砂拉丝亚黑（6.2米）,80,根,支,2019-08-11 01:10:56
,方料,20✘22✘2.44米,2324,根,支,2019-08-11 01:10:26
,型材,LF01-25*45-3米,36,根,支,2019-08-11 01:09:57
,型材,PF01-18*33-3米,216,根,支,2019-08-11 01:09:38
,型材,PF06-28*33-3米,270,根,支,2019-08-11 01:09:24
,型材,PF26-28（面宽）*21（高度）-3米,128,根,支,2019-08-11 01:09:07
,木皮,26#楸木188-1C (8cm ),320,米,米,2019-08-11 00:55:19
,木皮,4#黑杏AE 03S (16cm ),335,米,米,2019-08-11 00:54:07
,木皮,4#黑杏AE 03S (8cm ),290,米,米,2019-08-11 00:52:30
,木皮,14#银梨1Q （8cm ）,258,米,米,2019-08-11 00:51:57
,木皮,6#柚木38Q (31cm ),250,米,米,2019-08-11 00:51:35
,木皮,02#橡木609S(8cm),255,米,米,2019-08-11 00:51:03
,木皮,27#天然白木(7.5cm ),5700,米,米,2019-08-11 00:50:27
,铝合金,350-喷砂拉丝亚黑（6.2米）,47,根,支,2019-08-09 02:05:32
,铝合金,508-喷砂拉丝亚黑（6.2米）,15,根,支,2019-08-09 02:04:21
,铝合金,320-白砂纹（6.15米）,16,根,支,2019-08-09 02:03:59
,铝合金,508-白砂纹（6.15米）,3,根,支,2019-08-09 02:03:28
,铝合金,350-白砂纹（6.15米）,1,根,支,2019-08-09 02:03:00
,型材,PF06-28*33-3米,60,根,支,2019-08-09 02:02:39
,型材,LF03-30*35-3米,91,根,支,2019-08-09 02:02:12
,木皮,02#橡木609S (30cm ),255,米,米,2019-08-09 02:01:44
,木皮,14#银梨1Q （8cm ）,258,米,米,2019-08-09 02:01:21
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-08-08 00:37:01
,铝合金,350-白砂纹（6.15米）,180,根,支,2019-08-08 00:36:35
,铝合金,350-蓝砂纹（6.15米）,64,根,支,2019-08-08 00:36:11
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,39,根,支,2019-08-08 00:35:41
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-08-06 23:39:11
,铝合金,350-喷砂拉丝亚黑（6.2米）,82,根,支,2019-08-06 23:38:50
,铝合金,350-灰砂纹（6.15米）,20,根,支,2019-08-06 23:38:24
,铝合金,350-浅咖色砂纹（6.15米）,20,根,支,2019-08-06 23:37:59
,铝合金,350-喷砂拉丝亚黑（6.2米）,82,根,支,2019-08-06 00:48:55
,铝合金,350-黑砂纹（6.15米）,10,根,支,2019-08-06 00:48:29
,铝合金,350-白砂纹（6.15米）,10,根,支,2019-08-06 00:48:01
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,70,根,支,2019-08-06 00:47:39
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,350,根,支,2019-08-06 00:47:19
,铝合金,508-白砂纹（6.15米）,16,根,支,2019-08-06 00:46:49
,方料,23✘53✘3020,50,根,支,2019-08-05 09:41:20
,方料,21X 40X 3.06米,1080,根,支,2019-08-05 09:33:00
,铝合金,508-灰砂纹（6.15米）,3,根,支,2019-08-05 06:36:03
,铝合金,ZA33-白砂纹（6.15米）(小彭）,25,根,支,2019-08-05 06:35:27
,铝合金,350-灰砂纹（6.15米）,40,根,支,2019-08-05 06:34:56
,铝合金,350-喷砂拉丝亚黑（6.2米）,20,根,支,2019-08-05 06:34:29
,铝合金,350-浅咖色砂纹（6.15米）,33,根,支,2019-08-05 06:33:56
,铝合金,350浅灰色砂文6.15米,33,根,支,2019-08-05 06:18:48
,铝合金,350-蓝砂纹（6.15米）,37,根,支,2019-08-05 06:18:08
,型材,PF04-15*28-3米,78,根,支,2019-08-05 06:14:26
,型材,PF23-18（面宽）*40（高度）-3米,55,根,支,2019-08-05 06:14:02
,方料,19*35-3.02米,1980,根,支,2019-08-05 06:13:18
,方料,21X 40X 3.06米,1080,根,支,2019-08-05 06:12:41
,方料,21*40-3.02米,896,根,支,2019-08-05 06:12:05
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-08-03 00:20:42
,铝合金,350-喷砂拉丝亚黑（6.2米）,20,根,支,2019-08-03 00:19:53
,铝合金,350-白砂纹（6.15米）,61,根,支,2019-08-03 00:19:15
,型材,PF06-28*33-3米,152,根,支,2019-08-03 00:18:21
,方料,23*44*3060,162,根,支,2019-08-03 00:17:54
,木皮,14#银梨1Q （8cm ）,516,米,米,2019-08-03 00:16:55
,木皮,27#天然白木(7.5cm ),5400,米,米,2019-08-03 00:16:27
,铝合金,350-喷砂拉丝亚黑（6.2米）,5,根,支,2019-08-02 01:14:27
,铝合金,350-喷砂拉丝亚黑（6.2米）,15,根,支,2019-08-02 01:13:21
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,40,根,支,2019-08-02 01:12:49
,木皮,27#天然白木(7.5cm ),6000,米,米,2019-08-02 01:11:46
,木皮,22#银橡7S (30cm ),335,米,米,2019-08-02 01:11:23
,方料,23*44*3060,1404,根,支,2019-08-01 01:09:04
,方料,23✘44✘2440,4048,根,支,2019-08-01 01:07:11
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,12,根,支,2019-08-01 01:04:57
,铝合金,350-喷砂拉丝亚黑（6.2米）,200,根,支,2019-08-01 01:01:55
,铝合金,320-拉丝亚银3.07米(罗庄),410,根,支,2019-08-01 00:00:08
,铝合金,320-白砂纹（6.15米）,263,根,支,2019-07-31 07:30:56
,铝合金,508-棕砂纹（6.15米）,20,根,支,2019-07-31 00:08:01
,铝合金,508-黑砂文（6.15米）,30,根,支,2019-07-31 00:07:39
,铝合金,508-灰砂纹（6.15米）,28,根,支,2019-07-31 00:07:20
,铝合金,508-白砂纹（6.15米）,20,根,支,2019-07-31 00:06:56
,型材,LF02-30*50-3米,30,根,支,2019-07-31 00:06:30
,型材,PF01-18*33-3米,486,根,支,2019-07-31 00:06:15
,木皮,8#柚木3347Q（8cm),750,米,米,2019-07-31 00:05:57
,木皮,18#橡木108DS(8cm ),315,米,米,2019-07-31 00:05:30
,木皮,22#银橡7S (8cm ),300,米,米,2019-07-31 00:05:10
,铝合金,350-喷砂拉丝亮银（6.15米）,1226,根,支,2019-07-30 10:05:58
,铝合金,320-喷砂拉丝亚黑（6.2米）,40,根,支,2019-07-30 09:59:25
,铝合金,508-白砂纹（6.15米）,4,根,支,2019-07-30 09:58:55
,铝合金,508-灰砂纹（6.15米）,4,根,支,2019-07-30 09:58:35
,铝合金,508-棕砂纹（6.15米）,4,根,支,2019-07-30 09:58:16
,铝合金,508-黑砂文（6.15米）,18,根,支,2019-07-30 09:57:56
,铝合金,350-白砂纹（6.15米）,40,根,支,2019-07-30 09:57:21
,铝合金,350-喷砂拉丝亚黑（6.2米）,500,根,支,2019-07-30 09:56:56
,铝合金,350-白砂纹（6.15米）,60,根,支,2019-07-30 00:14:23
,铝合金,320-白砂纹（6.15米）,54,根,支,2019-07-30 00:13:58
,铝合金,350-棕砂纹（6.15米）,20,根,支,2019-07-30 00:13:36
,铝合金,350-喷砂拉丝亚黑（6.2米）,80,根,支,2019-07-30 00:13:11
,铝合金,350-喷砂拉丝亚银（6.2米）,140,根,支,2019-07-30 00:12:49
,铝合金,350-红砂纹（6.15米）,1,根,支,2019-07-30 00:12:27
,铝合金,350-灰砂纹（6.15米）,46,根,支,2019-07-30 00:12:07
,铝合金,350-浅咖色砂纹（6.15米）,15,根,支,2019-07-30 00:11:38
,型材,LF02-30*50-3.06米,40,根,支,2019-07-30 00:11:04
,型材,LF02-30*50-3.06米,5,根,支,2019-07-30 00:09:12
,型材,PF06-28*33-3米,91,根,支,2019-07-30 00:08:53
,型材,PF01-18*33-3米,108,根,支,2019-07-30 00:08:38
,方料,31*53-3.02米,897,根,支,2019-07-30 00:08:08
,木皮,26#楸木188-1C (8cm ),340,米,米,2019-07-30 00:07:34
,铝合金,350-喷砂拉丝亚黑（6.2米）,48,根,支,2019-07-29 00:22:41
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,86,根,支,2019-07-29 00:22:14
,铝合金,508-白砂纹（6.15米）,15,根,支,2019-07-29 00:21:43
,型材,LF02-30*50-3.06米,90,根,支,2019-07-29 00:21:19
,型材,LF03-30*35-3米,45,根,支,2019-07-29 00:20:31
,型材,PF23-18（面宽）*40（高度）-3米,55,根,支,2019-07-29 00:20:04
,型材,PF07-28*48-3米,24,根,支,2019-07-29 00:19:37
,型材,PF01-18*33-3米,108,根,支,2019-07-29 00:19:23
,型材,LF01-25*45-3米,108,根,支,2019-07-29 00:19:00
,方料,22*31-3.02米,533,根,支,2019-07-29 00:18:43
,方料,31*53-3.06米,1080,根,支,2019-07-29 00:17:51
,木皮,18#橡木108DS(16cm ),340,米,米,2019-07-29 00:16:53
,木皮,14#银梨1Q （30cm ）,335,米,米,2019-07-29 00:16:30
,木皮,20#黑木(31cm ),300,米,米,2019-07-29 00:12:15
,木皮,26#楸木188-1C (30cm ),300,米,米,2019-07-29 00:11:10
,木皮,25#天然柚木（5188S 8cm ）,322,米,米,2019-07-29 00:10:36
,木皮,02#橡木609S (9.2cm ),340,米,米,2019-07-29 00:10:10
,木皮,20#黑木(9.2cm ),250,米,米,2019-07-29 00:09:45
,铝合金,ZA33-白砂纹（6.15米）(小彭）,25,根,支,2019-07-27 23:51:52
,型材,LF02-30*50-3.06米,49,根,支,2019-07-27 23:49:06
,型材,LF02-30*50-3米,115,根,支,2019-07-27 23:48:24
,型材,LF02-30*50-3米,1100,根,支,2019-07-27 23:47:54
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,32,根,支,2019-07-27 23:45:58
,铝合金,350-喷砂拉丝亚黑（6.2米）,6,根,支,2019-07-27 23:45:14
,型材,PF11-22*30-3米,60,根,支,2019-07-27 23:44:43
,型材,PF07-28*48-3米,120,根,支,2019-07-27 23:44:24
,型材,PF01-18*33-3米,54,根,支,2019-07-27 23:44:03
,型材,LF02-30*50-3米,120,根,支,2019-07-27 23:43:47
,木皮,18#橡木108DS(8cm ),315,米,米,2019-07-27 23:42:13
,木皮,22#银橡7S (8cm ),300,米,米,2019-07-27 23:41:40
,木皮,24#黑胡桃（1001S 14cm）,335,米,米,2019-07-24 09:31:24
,木皮,19#榆木12-2S (14cm ),300,米,米,2019-07-24 09:30:56
,木皮,20#黑木(31cm ),353,米,米,2019-07-24 09:29:29
,木皮,20#黑木(8cm ),3240,米,米,2019-07-24 09:28:12
,木皮,4#黑杏AE 03S (8cm ),900,米,米,2019-07-24 09:27:43
,方料,19*35-3.02米,1980,根,支,2019-07-24 09:27:05
,方料,21*40-3.02米,145,根,支,2019-07-24 09:25:41
,铝合金,320-白砂纹（6.15米）,21,根,支,2019-07-24 09:25:05
,铝合金,350-白砂纹（6.15米）,41,根,支,2019-07-24 09:24:38
,铝合金,350-喷砂拉丝亚银（6.2米）,5,根,支,2019-07-24 09:23:48
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-07-24 09:23:26
,铝合金,350-灰砂纹（6.15米）,40,根,支,2019-07-24 09:23:04
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,21,根,支,2019-07-24 09:22:40
