Name,Material,Spec,Quantity,Unit,Remarks,Time
,木皮,26#楸木188-1C (9.2cm ),334,米,,2020-04-07 14:39:20
,铝合金,350-蓝砂纹（3.07米）,40,根,,2020-04-07 14:36:48
,铝合金,350-绿砂纹（3.07米）,40,根,,2020-04-07 14:36:24
,铝合金,350-棕色砂纹（3.07米）,40,根,,2020-04-07 14:35:59
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,80,根,,2020-04-07 14:35:32
,铝合金,508-喷砂拉丝亚黑（3.05米）,30,根,,2020-04-07 14:34:58
,铝合金,320-喷砂三酸拉丝亮银（3.05米）,40,根,,2020-04-07 14:34:29
,铝合金,320-喷砂拉丝亚黑（3.05米）,40,根,,2020-04-07 14:34:00
,铝合金,320-喷砂三酸拉丝亮金（3.05米）,40,根,,2020-04-07 14:33:37
,铝合金,508-铬化（3.07米）,20,根,,2020-04-07 14:33:07
,铝合金,350-喷砂三酸拉丝玫瑰金（3.05米）,38,根,,2020-04-07 14:32:47
,铝合金,350-喷砂拉丝亚黑（3.05米）,40,根,,2020-04-07 14:32:24
,纸箱,大纸箱3300*210*170,1,个,,2020-04-07 14:31:56
,纸箱,小纸箱（硬）3300*160*110,9,个,,2020-04-07 14:31:21
,木皮,22#银橡7S (8cm ),255,米,,2020-04-07 14:30:53
,型材,PF04-15*28-3.02米,78,根,,2020-04-07 14:26:03
,铝合金,350-白砂纹（3.07米）,40,根,,2020-04-07 14:25:38
,铝合金,350-喷砂拉丝亚黑（3.05米）,240,根,,2020-04-07 14:25:12
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,440,根,,2020-04-07 14:24:38
,铝合金,350-铬化（3.07米）,40,根,,2020-04-07 14:24:13
,纸箱,大纸箱3300*210*170,1,个,,2020-04-07 14:23:39
,纸箱,小纸箱（硬）3300*160*110,21,个,,2020-04-07 14:23:13
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,128,根,,2020-04-05 08:16:02
,铝合金,350-喷砂拉丝亚银（3.05米）,22,根,,2020-04-05 08:12:34
,铝合金,350-铬化（3.07米）,80,根,,2020-04-04 09:52:15
,型材,LF01-25*45-3.02米,144,根,,2020-04-04 09:51:57
,型材,PF01-18*33-3.02米,108,根,,2020-04-04 09:51:40
,铝合金,320-喷砂拉丝亚银（3.05米）,30,根,,2020-04-04 09:51:21
,铝合金,350-红砂纹（3.07米）,3,根,,2020-04-04 09:50:54
,铝合金,350-蓝砂纹（3.07米）,1,根,,2020-04-04 09:50:28
,铝合金,350-绿砂纹（3.07米）,1,根,,2020-04-04 09:50:09
,铝合金,508-棕砂纹（3.07米）,51,根,,2020-04-04 09:49:43
,铝合金,508-喷砂三酸拉丝亮金（3.05米）,30,根,,2020-04-04 09:49:14
,铝合金,508-黑砂纹（3.07米）,30,根,,2020-04-04 09:48:48
,铝合金,508-喷砂拉丝亚黑（3.05米）,90,根,,2020-04-04 09:48:30
,木皮,26#楸木188-1C (14cm ),335,米,,2020-04-04 09:48:02
,木皮,06#柚木3001Q ( 30cm),365,米,,2020-04-04 09:47:40
,木皮,24#黑胡桃（1001S 14cm）,340,米,,2020-04-04 09:47:19
,木皮,19#榆木12-2S (8cm ),300,米,,2020-04-04 09:46:10
,木皮,19#榆木12-2S (30cm ),300,米,,2020-04-04 09:45:48
,木皮,22#银橡7S（30cm）,315,米,,2020-04-04 09:45:22
,铝合金,350-喷砂拉丝亚黑（3.05米）,22,根,,2020-04-04 09:43:42
,铝合金,350-喷砂拉丝亚银（3.05米）,20,根,,2020-04-04 09:43:13
,配件,大眼挂钩（黑色）,2500,个,,2020-04-04 05:59:23
,配件,角码（银色B片，1.0厚）,5000,个,,2020-04-04 05:57:17
,配件,弹片,7000,个,,2020-04-04 05:56:41
,配件,角码（银色A片，2.3厚）,10000,个,,2020-04-04 05:56:12
,纸箱,小纸箱（软）,1,个,,2020-04-04 05:55:30
,型材,LF03-30*35（7）-3.02米,45,根,,2020-04-04 05:55:05
,纸箱,小纸箱（硬）3300*160*110,5,个,,2020-04-04 05:54:36
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,40,根,,2020-04-04 05:54:04
,铝合金,350-喷砂三酸拉丝玫瑰金（3.05米）,40,根,,2020-04-04 05:53:33
,铝合金,350-喷砂拉丝亚黑（3.05米）,40,根,,2020-04-04 05:53:04
,铝合金,350-灰砂纹（3.07米）,40,根,,2020-04-04 05:52:38
,铝合金,320-喷砂三酸拉丝亮金（3.05米）,11,根,,2020-04-04 05:52:10
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,11,根,,2020-04-04 05:51:39
,铝合金,350-棕色砂纹（3.07米）,1,根,,2020-04-04 05:51:03
,铝合金,350-喷砂三酸拉丝亮银（3.05米）,10,根,,2020-04-04 05:50:26
,铝合金,350-喷砂拉丝亚银（3.05米）,1,根,,2020-04-04 05:50:02
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,60,根,,2020-04-04 05:48:05
,铝合金,350-喷砂拉丝亚黑（3.05米）,49,根,,2020-04-04 05:47:40
,纸箱,小纸箱（硬）3300*160*110,2,个,,2020-04-04 05:47:11
,纸箱,大纸箱3300*210*170,1,个,,2020-04-04 05:46:50
,木皮,27#天然白木(7.5cm ),28788,米,,2020-04-04 05:43:40
,胶水,EVA胶,1,袋,,2020-04-04 05:42:16
,纸箱,小纸箱（硬）3300*160*110,3,个,,2020-04-04 05:41:44
,纸箱,大纸箱3300*210*170,6,个,,2020-04-04 05:41:21
,木皮,27#天然白木(7.5cm ),2400,米,,2020-04-04 05:40:43
,木皮,18#橡木108DS(8cm ),1200,米,,2020-04-04 05:40:05
,方料,LVL 21*19*2.43米,1059,根,,2020-04-04 05:09:33
,铝合金,508-喷砂三酸拉丝亮金（3.05米）,60,根,,2020-04-04 05:07:51
,铝合金,508-喷砂拉丝亚黑（3.05米）,7,根,,2020-04-04 05:07:22
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,1,根,,2020-04-04 05:06:56
,铝合金,350-红砂纹（3.07米）,1,根,,2020-04-04 05:06:27
,铝合金,350-浅咖色砂纹（3.07米）,1,根,,2020-04-04 05:05:59
,铝合金,350-咖色砂纹（3.07米）,1,根,,2020-04-04 05:05:25
,铝合金,350-灰砂纹（3.07米）,1,根,,2020-04-04 05:04:49
,铝合金,350-绿砂纹（3.07米）,2,根,,2020-04-04 05:04:27
,铝合金,350-喷砂拉丝亚黑（3.05米）,22,根,,2020-04-04 05:03:50
,铝合金,350-喷砂拉丝亚银（3.05米）,20,根,,2020-04-04 05:03:25
,木皮,27#天然白木(7.5cm ),8700,米,,2020-04-04 05:00:32
,木皮,02#橡木609S ( 8cm),300,米,,2020-04-04 04:59:28
,纸箱,大纸箱3300*210*170,70,个,,2020-04-04 04:58:48
,辅料,珍珠棉,1,卷,,2020-04-04 04:58:17
,配件,弹片,7000,个,,2020-04-04 04:57:43
,胶水,EVA胶,2,袋,,2020-04-04 04:57:20
,型材,PF30-20*22-12U-3.02米,1390,根,,2020-04-04 04:56:53
,型材,PF31-20*22-9U-3.02米,1410,根,,2020-04-04 04:56:30
,铝合金,508-喷砂拉丝亚黑（3.05米）,60,根,,2020-04-04 04:55:53
,铝合金,508-铬化（3.07米）,30,根,,2020-04-04 04:55:29
,铝合金,350-绿砂纹（3.07米）,13,根,,2020-04-04 04:55:03
,铝合金,350-红砂纹（3.07米）,13,根,,2020-04-04 04:54:25
,铝合金,350-铬化（3.07米）,16,根,,2020-04-04 04:53:55
,铝合金,350-喷砂拉丝亚黑（3.05米）,400,根,,2020-04-04 04:53:32
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,280,根,,2020-04-04 04:53:08
,方料,20*22-3.02米,100,根,,2020-04-04 04:52:25
,方料,20*22-3.02米,100,根,,2020-04-04 04:51:28
,方料,20*22-3.02米,2720,根,,2020-04-04 04:45:21
,方料,23*43-3.02米,1360,根,,2020-04-04 04:42:18
,铝合金,ZA65 (P450637)-铬化（3.07米）,12,根,,2020-04-04 04:41:32
,铝合金,350-喷砂拉丝亚黑（3.05米）,40,根,40,2020-04-04 04:40:54
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,40,根,,2020-04-04 04:40:14
,铝合金,350-黑砂纹（3.07米）,13,根,,2020-04-04 04:39:44
,型材,LF03-30*35（5）-3.02米,45,根,,2020-04-04 04:39:18
,方料,21*40-3.02米,404,根,,2020-04-04 04:37:25
,方料,25*47-3.02米,1000,根,,2020-04-04 04:35:30
,纸箱,大纸箱3300*210*170,12,个,,2020-04-04 04:03:13
,型材,PF16-20（宽）*40（高）-3.02米,190,根,,2020-04-04 04:02:49
,型材,PF07-28*48-3.02米,97,根,,2020-04-04 04:02:25
,木皮,10黑檀2427S (9.2cm ),670,米,,2020-04-04 04:02:00
,木皮,02#橡木609S ( 9.2cm),528,米,,2020-04-04 04:01:27
,木皮,18#橡木108DS(9.2cm ),500,米,,2020-04-04 04:00:50
,铝合金,ZA72-喷砂拉丝亮金（3.05米）,400,根,,2020-04-04 03:59:49
,配件,角码（银色A片，2.3厚）,76500,个,,2020-04-04 03:54:06
,配件,方形挂钩（银色）,25000,个,,2020-04-04 03:50:31
,胶水,PUR胶,1,桶,,2020-04-04 03:44:50
,纸箱,小纸箱（硬）3300*160*110,18,个,,2020-04-04 03:44:25
,方料,30*48-3.02米,936,根,,2020-04-04 03:43:11
,铝合金,350-喷砂拉丝亚黑（3.05米）,320,根,,2020-04-04 03:42:38
,铝合金,350-绿砂纹（3.07米）,1,根,,2020-04-04 03:41:53
,铝合金,350-红砂纹（3.07米）,2,根,,2020-04-04 03:41:33
,型材,LF03-30*35（5）-3.02米,4,根,,2020-04-04 03:40:59
,型材,PF06-28*33-3.02米,60,根,,2020-04-04 03:39:46
,型材,PF01-18*33-3.02米,108,根,,2020-04-04 03:39:20
,木皮,23#黑橡24S (14cm ),335,米,,2020-04-04 03:38:38
,木皮,19#榆木12-2S (8cm ),300,米,,2020-04-04 03:38:02
,纸箱,大纸箱3300*210*170,77,个,,2020-04-04 03:35:19
,板材,奥松板（密度板）1220*2440*3mm,180,张,,2020-04-04 03:26:22
,方料,21*30-3.02米,2930,根,,2020-04-04 03:09:29
,方料,30*35-3.02米,2178,根,,2020-04-04 03:06:53
,方料,23*43-3.02米,1360,根,,2020-04-04 03:03:14
,方料,19*35（34）-3.02米,7348,根,,2020-04-04 03:01:27
,方料,19*35.5-3.02米,1553,根,,2020-04-04 02:58:47
,方料,21*62-3.02米,391,根,,2020-04-04 02:53:40
,方料,16*43-3.02米,150,根,,2020-04-04 02:49:50
,方料,23*43-3.02米,574,根,,2020-04-04 02:48:28
,方料,31*53-3.06米,2861,根,,2020-04-04 02:40:15
,方料,21*35.5-3.02米,1219,根,,2020-04-03 14:23:20
,型材,PF22-20（宽11.4）*40（高）-3.02米,116,根,,2020-04-03 14:15:20
,型材,PF10-40(宽）*22（高）-3.02米,1096,根,,2020-04-03 14:12:34
,型材,PF09-20*50.8-3.02米,226,根,,2020-04-03 14:11:33
,木皮,30#白藤904S (16cm ),1340,米,,2020-04-03 14:04:44
,木皮,30#白藤904S (30cm ),670,米,,2020-04-03 14:03:45
,木皮,26#楸木188-1C (30cm ),390,米,,2020-04-03 14:00:18
,木皮,26#楸木188-1C (9.2cm ),664,米,,2020-04-03 13:56:47
,木皮,24#黑胡桃（1001S 9.2cm）,1530,米,,2020-04-03 13:51:55
,木皮,24#黑胡桃（1001S 9.2cm）,335,米,,2020-04-03 13:49:20
,木皮,24#黑胡桃1001S（16cm）,348,米,,2020-04-03 13:48:22
,木皮,24#黑胡桃1001S (30cm ),335,米,,2020-04-03 13:47:26
,木皮,23#黑橡24S (30cm ),1341,米,,2020-04-03 13:46:35
,木皮,23#黑橡24S (14cm ),335,米,,2020-04-03 13:45:32
,木皮,23#黒橡24S (16cm ),1005,米,,2020-04-03 13:44:39
,木皮,22#银橡7S（30cm）,495,米,,2020-04-03 13:42:29
,木皮,22#银橡7S (14cm ),756,米,,2020-04-03 13:40:25
,木皮,22#银橡7S (16cm ),335,米,,2020-04-03 13:39:25
,木皮,22#银橡7S (9.2cm ),250,米,,2020-04-03 13:38:44
,木皮,20#黑木(9.2cm ),335,米,,2020-04-03 13:34:41
,木皮,20#黑木(30cm ),2460,米,,2020-04-03 13:33:33
,木皮,19#榆木12-2S (16cm ),335,米,,2020-04-03 13:30:12
,木皮,18#橡木108DS（29cm ),340,米,,2020-04-03 13:23:45
,木皮,17#雀巢52N（30cm),250,米,,2020-04-03 13:21:58
,木皮,16#秋香09S (8cm ),250,米,,2020-04-03 13:20:16
,木皮,14#银梨1Q （9.2cm ）,943,米,,2020-04-03 13:15:00
,木皮,14#银梨1Q （30cm ）,1670,米,,2020-04-03 13:12:59
,木皮,10#黑檀2427S (30cm ),305,米,,2020-04-03 13:09:34
,木皮,08#柚木3347Q（16cm),720,米,,2020-04-03 13:04:28
,木皮,06#柚木3001Q ( 30cm),200,米,,2020-04-03 13:02:31
,木皮,05#麦格利38Q ( 30cm),1360,米,,2020-04-03 13:00:28
,木皮,04#黑杏AE 03S (8cm ),2400,米,,2020-04-03 11:16:45
,木皮,04#黑杏AE 03S (9.2cm ),2709,米,,2020-04-03 11:15:26
,木皮,02#橡木609S ( 4cm),382,米,,2020-04-03 11:10:55
,木皮,02#橡木609S ( 9.2cm),3486,米,,2020-04-03 11:10:03
,木皮,02#橡木609S ( 8cm),2100,米,,2020-04-03 10:48:21
,木皮,01#雪花木（8cm),2000,米,,2020-04-03 10:44:26
,木皮,01#雪花木（30cm),1000,米,,2020-04-03 10:43:10
,木皮,01#雪花木（28cm),1480,米,,2020-04-03 10:42:19
,铝合金,P400900(圆）-不时效（1.93）,20,根,,2020-04-03 10:37:00
,铝合金,P400900(圆）-不时效（3.07）,40,根,,2020-04-03 10:36:30
,铝合金,ZA64 (X240710)-铬化（3.07米）,1222,根,,2020-04-03 10:34:40
,铝合金,ZA44 (H220910)-铬化（3.07米）,1340,根,,2020-04-03 10:33:04
,铝合金,ZA65 (P450637)-铬化（3.07米）,904,根,,2020-04-03 10:32:00
,铝合金,ZA45 (H490737)-铬化（3.07米）,1183,根,,2020-04-03 10:30:49
,铝合金,ZA58 (P400622)-铬化（3.07米）,1409,根,,2020-04-03 10:29:30
,铝合金,ZA65 (P450637)-铬化（3.07米）,904,根,,2020-04-03 10:28:19
,铝合金,ZA64 (X240710)-铬化（3.07米）,1222,根,,2020-04-03 10:27:16
,铝合金,ZA57-铬化（3.07米）,9,根,,2020-04-03 10:26:00
,铝合金,508-铬化（3.07米）,960,根,,2020-04-03 10:24:59
,铝合金,ZA56 (X400922)-铬化（3.07米）,1184,根,,2020-04-03 10:24:01
,铝合金,ZA36 (X311215)-铬化（3.07米）,3,根,,2020-04-03 10:23:22
,铝合金,ZA44 (H220910)-铬化（3.07米）,1340,根,,2020-04-03 10:22:15
,铝合金,350-铬化（3.07米）,2710,根,,2020-04-03 10:20:53
,铝合金,ZA45 (H490737)-铬化（3.07米）,1183,根,,2020-04-03 10:18:58
,铝合金,ZA58 (P400622)-铬化（3.07米）,1409,根,,2020-04-03 10:17:13
,铝合金,508-喷砂三酸拉丝亮金（3.05米）,1196,根,,2020-04-03 09:49:24
,铝合金,508-喷砂拉丝亚黑（3.05米）,2316,根,,2020-04-03 09:48:50
,铝合金,508-黑砂纹（3.07米）,400,根,,2020-04-03 09:48:10
,铝合金,320-喷砂三酸拉丝亮金（3.05米）,324,根,,2020-04-03 09:40:20
,铝合金,320-白砂纹（3.07米）,560,根,,2020-04-03 09:34:16
,铝合金,320-喷砂拉丝亚银（3.05米）,60,根,,2020-04-03 09:33:45
,铝合金,320-喷砂三酸拉丝亮金（3.05米）,2664,根,,2020-04-03 09:33:22
,铝合金,ZA34-白砂纹（3.07米）,10,根,,2020-04-03 09:32:49
,铝合金,ZA63-喷砂拉丝亮金（2.44米）,288,根,,2020-04-03 09:32:18
,铝合金,ZA32-喷砂拉丝亚黑（3.05米）,14,根,,2020-04-03 09:31:45
,铝合金,ZA32-喷砂拉丝亮金（3.05米）,128,根,,2020-04-03 09:31:14
,铝合金,ZA33-喷砂拉丝亮金（3.05米）,1682,根,,2020-04-03 09:30:40
,铝合金,ZA33-喷砂拉丝亚黑（3.05米）,360,根,,2020-04-03 09:29:58
,铝合金,320-喷砂三酸拉丝亮银（3.05米）,100,根,,2020-03-26 14:01:43
,铝合金,350-棕色砂纹（3.07米）,5,根,,2020-03-26 13:43:39
,铝合金,350-棕色砂纹（3.07米）,5,根,,2020-03-26 13:42:15
,铝合金,350-橙色砂纹（3.07米）,2,根,,2020-03-26 13:38:15
,铝合金,350-橙色砂纹（3.07米）,95,根,,2020-03-26 13:32:08
,铝合金,350-喷砂三酸拉丝亮金（3.05米）,830,根,,2020-03-26 13:25:29
,铝合金,350-喷砂三酸拉丝亮银（3.05米）,8,根,,2020-03-26 13:24:49
,铝合金,350-喷砂三酸拉丝玫瑰金（3.05米）,184,根,,2020-03-26 13:24:18
,铝合金,350-喷砂拉丝亚银（3.05米）,200,根,,2020-03-26 13:18:42
,铝合金,350-黑砂纹（3.07米）,53,根,,2020-03-26 13:17:35
,型材,LF01-25*45-3.02米,100,根,,2020-01-26 11:28:11
,铝合金,ZA100,10,根,,2020-01-26 11:05:39
,铝合金,ZA100,15,根,,2020-01-26 11:04:33
,铝合金,ZA100,15,根,,2020-01-26 11:01:04
,型材,LF01-25*45-3.02米,85,根,,2020-01-26 10:36:26
,型材,LF01-25*45-3.02米,15,根,根,2020-01-26 10:34:23
,型材,LF01-25*45-3.02米,15,根,,2020-01-26 10:33:53
,型材,PF23-18（面宽）*40（高度）-3米,362,根,支,2019-12-15 00:21:24
,铝合金,350-黄砂纹（6.15米）,1,根,支,2019-12-15 00:18:33
,铝合金,350-绿砂纹（6.15米）,1,根,支,2019-12-15 00:17:51
,铝合金,350-蓝砂纹（6.15米）,1,根,支,2019-12-15 00:17:34
,铝合金,350-红砂纹（6.15米）,1,根,支,2019-12-15 00:17:18
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,240,根,支,2019-12-15 00:16:48
,铝合金,350-白砂纹（6.15米）,2,根,支,2019-12-15 00:16:17
,铝合金,350-喷砂拉丝亚银（6.2米）,1,根,支,2019-12-15 00:15:56
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,3,根,支,2019-12-15 00:15:33
,铝合金,320-烙化，3.07米,400,根,支,2019-12-15 00:15:07
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,60,根,支,2019-12-15 00:14:17
,铝合金,350-喷砂拉丝亚黑（6.2米）,40,根,支,2019-12-15 00:13:26
,铝合金,508-喷砂拉丝亚黑（6.2米）,150,根,支,2019-12-15 00:13:02
,型材,PF01-18*33-3米,490,根,支,2019-12-15 00:12:21
,型材,LF02-30*50-3米,967,根,支,2019-12-15 00:11:53
,型材,PF23-18（面宽）*40（高度）-3米,2,根,支,2019-12-15 00:11:37
,方料,21*60*3.02米,352,根,支,2019-12-15 00:11:15
,方料,23*44*3030,1131,根,支,2019-12-15 00:10:28
,方料,30*48-3.02米,936,根,支,2019-12-15 00:08:18
,木皮,10＃黑檀2427S(30cm),700,米,米,2019-12-15 00:07:40
,木皮,22#银橡7S (30cm ),335,米,米,2019-12-14 11:37:33
,木皮,02#橡木609S(8cm),300,米,米,2019-12-14 10:52:16
,木皮,23#黑橡24S (8cm ),250,米,米,2019-12-14 10:51:21
,木皮,11#秋香801c (30cm),350,米,米,2019-12-14 10:50:57
,木皮,20#黑木(16cm ),1005,米,米,2019-12-14 10:50:35
,木皮,4#黑杏AE 03S (16cm ),670,米,米,2019-12-14 10:49:26
,木皮,10＃黑檀2427S(30cm),350,米,米,2019-12-14 10:48:22
,木皮,16#秋香09S (26cm ),300,米,米,2019-12-14 10:46:00
,木皮,10#黑檀2427S (16cm ),670,米,米,2019-12-14 10:44:59
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-12-12 10:27:13
,铝合金,ZA58-烙化，3.06米,6,根,支,2019-12-12 10:26:50
,铝合金,320-烙化，3.07米,763,根,支,2019-12-12 10:26:20
,铝合金,508-喷砂拉丝亚银（6.2米）,15,根,支,2019-12-12 10:25:41
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,40,根,支,2019-12-12 10:25:06
,铝合金,350-喷砂拉丝亚黑（6.2米）,142,根,支,2019-12-12 10:24:31
,铝合金,ZA61-拉丝哑黑6.20米,35,根,支,2019-12-12 10:24:01
,型材,PF23-18（面宽）*40（高度）-3米,220,根,支,2019-12-12 10:23:29
,型材,PF11-22*30-3米,60,根,支,2019-12-12 10:22:53
,型材,PF06-28*33-3米,242,根,支,2019-12-12 10:22:34
,型材,PF04-15*28-3米,158,根,支,2019-12-12 10:22:13
,型材,PF07-28*48-3米,73,根,支,2019-12-12 10:21:51
,型材,LF03-30*35-3米,224,根,支,2019-12-12 10:21:25
,型材,LF01-25*45-3米,78,根,支,2019-12-12 10:21:01
,型材,LF02-30*50-3米,152,根,支,2019-12-12 10:20:43
,方料,19*35-3.02米,3456,根,支,2019-12-12 10:20:09
,木皮,8#柚木3347Q（30cm),709,米,米,2019-12-12 10:19:34
,木皮,15#铁刀2238Q（30cm),340,米,米,2019-12-12 10:16:56
,木皮,4#黑杏AE 03S (8cm ),300,米,米,2019-12-12 10:16:33
,木皮,5#麦格利38Q (31cm ),335,米,米,2019-12-12 10:16:02
,木皮,20#黑木(8cm ),300,米,米,2019-12-12 10:12:25
,木皮,18#橡木108DS(9.2cm ),500,米,米,2019-12-12 10:11:51
,木皮,4#黑杏AE 03S (9.2cm ),345,米,米,2019-12-12 10:11:20
,木皮,2# 橡木609S (26cm ),335,米,米,2019-12-12 10:09:57
,木皮,23黑橡24S (16cm ),335,米,米,2019-12-12 10:08:22
,木皮,26#楸木188-1c（14cm）,335,米,米,2019-12-12 10:07:55
,木皮,20#黑木(16cm ),335,米,米,2019-12-12 10:07:22
,木皮,20#黑木(31cm ),315,米,米,2019-12-12 10:06:55
,型材,PF01-18*33-3米,380,根,支,2019-12-11 01:10:33
,铝合金,350-烙化，3.06米,443,根,支,2019-12-11 01:10:05
,铝合金,320-喷砂拉丝亚银（6.2米）,20,根,支,2019-12-11 01:09:36
,铝合金,320-白砂纹（6.15米）,6,根,支,2019-12-11 01:09:10
,铝合金,350-喷砂拉丝亚黑（6.2米）,44,根,支,2019-12-11 01:08:43
,铝合金,508-喷砂拉丝亚黑（6.2米）,93,根,支,2019-12-11 01:08:10
,铝合金,350-白砂纹（6.15米）,62,根,支,2019-12-11 01:07:41
,铝合金,508-喷砂拉丝亮银（6.15米）,1,根,支,2019-12-11 01:07:06
,铝合金,508-黑砂文（6.15米）,4,根,支,2019-12-11 01:06:36
,铝合金,508-喷砂拉丝亚银（6.2米）,1,根,支,2019-12-11 01:04:53
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,40,根,支,2019-12-11 01:04:04
,型材,LF02-30*50-3米,123,根,支,2019-12-11 01:03:30
,型材,LF01-25*45-3米,73,根,支,2019-12-11 01:03:08
,木皮,22#银橡7S (30cm ),335,米,米,2019-12-11 01:02:46
,木皮,26#楸木188-1C (26cm ),260,米,米,2019-12-11 01:02:14
,木皮,20#黑木(16cm ),335,米,米,2019-12-11 01:01:42
,型材,YS108-20*35*3020,5,根,支,2019-12-10 01:07:28
,铝合金,350-喷砂拉丝亚银（6.2米）,20,根,支,2019-12-10 01:07:09
,铝合金,350-喷砂拉丝亚黑（6.2米）,40,根,支,2019-12-10 01:06:41
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,4,根,支,2019-12-10 01:06:07
,型材,PF04-15*28-3米,91,根,支,2019-12-10 01:05:26
,型材,PF06-28*33-3米,31,根,支,2019-12-10 01:05:04
,型材,PF08-48*28-3米,63,根,支,2019-12-10 01:04:32
,型材,PF01-18*33-3米,866,根,支,2019-12-10 01:02:53
,型材,PF07-28*48-3米,629,根,支,2019-12-10 01:02:26
,方料,21*40-3.02米,48,根,支,2019-12-10 01:02:01
,木皮,15#铁刀2238Q（30cm),340,米,米,2019-12-10 00:59:49
,木皮,20#黑木(9.2cm ),492,米,米,2019-12-10 00:59:19
,木皮,20#黑木(6.5cm ),350,米,米,2019-12-10 00:57:41
,木皮,20#黑木(8cm ),2685,米,米,2019-12-10 00:56:58
,木皮,18#橡木108DS(8cm ),300,米,米,2019-12-10 00:56:22
,木皮,10黑檀2427S (8cm ),380,米,米,2019-12-10 00:55:32
,木皮,25天然柚木(5188S 9.2cm ),600,米,米,2019-12-10 00:55:00
,型材,PF03-20*35-3米（内衬条）,16100,根,支,2019-12-09 11:51:30
,铝合金,350-喷砂拉丝亚黑（6.2米）,40,根,支,2019-12-08 08:19:30
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),81,根,支,2019-12-08 08:18:56
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,5,根,支,2019-12-08 08:18:24
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,43,根,支,2019-12-08 08:13:41
,铝合金,350-烙化，3.06米,201,根,支,2019-12-08 08:13:03
,木皮,22#银橡7S (30cm ),262,米,米,2019-12-08 07:57:21
,木皮,24#黑胡桃1001S (31cm ),335,米,米,2019-12-08 07:56:53
,木皮,2# 橡木609S (26cm ),260,米,米,2019-12-08 07:55:08
,铝合金,350-灰砂纹（6.15米）,16,根,支,2019-12-07 05:09:59
,铝合金,320-喷砂三酸拉丝亮银（6.15米）,9,根,支,2019-12-07 02:15:57
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,30,根,支,2019-12-07 02:15:29
,铝合金,508-喷砂拉丝亚黑（6.2米）,30,根,支,2019-12-07 02:15:05
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,240,根,支,2019-12-07 02:14:36
,铝合金,350-白砂纹（6.15米）,40,根,支,2019-12-07 02:11:44
,铝合金,350-喷砂拉丝亚黑（6.2米）,120,根,支,2019-12-07 02:11:12
,铝合金,350-烙化，3.06米,120,根,支,2019-12-07 02:10:46
,型材,LF01-25*45-3米,111,根,支,2019-12-07 02:09:37
,型材,PF08-48*28-3米,20,根,支,2019-12-07 02:09:15
,型材,PF01-18*33-3米,272,根,支,2019-12-07 02:08:50
,型材,PF06-28*33-3米,120,根,支,2019-12-07 02:08:26
,型材,PF07-28*48-3米,99,根,支,2019-12-07 02:08:00
